,price,ID,vehicle_type,year,transmission,horsepower,km,fuel_type,brand
3407,31000,8048395711,sports_tourism_van,2015,automatic,150,135000,diesel,Audi
3408,28999,8069751110,small_car,2015,manual,60,115053,gas,Fiat
3409,10500,8067086899,sports_tourism_van,2000,manual,110,323000,diesel,Toyota
3410,25999,8074190352,suv,2017,manual,120,126000,diesel,Peugeot
3411,5900,8072818594,sports_tourism_van,2014,automatic,204,87000,diesel,Mercedes-Benz
3412,9500,8074209792,sports_tourism_van,2014,manual,163,247347,diesel,Citroën
3413,27490,8074208939,large_family_car,2013,automatic,313,249163,diesel,BMW
3414,25900,8075695100,small_car,2015,manual,116,159000,diesel,BMW
3415,9150,8074499654,small_car,2015,manual,90,88531,diesel,VW
3416,18000,8041063692,sports_tourism_van,2012,manual,136,185000,diesel,Mercedes-Benz
3417,18000,8072064680,sports_tourism_van,1997,manual,82,407000,diesel,Opel
3418,24990,8062265472,small_car,2010,manual,90,13500,diesel,Kia
3419,6950,8062053357,sports_tourism_van,2016,manual,90,135000,diesel,Renault
3420,24350,8074375043,small_car,2014,automatic,143,107891,diesel,MINI
3421,13500,8061559286,small_car,2007,manual,70,179890,diesel,Citroën
3422,26749,8071486046,cabrio,2000,manual,150,132000,gas,BMW
3423,5500,8062147999,suv,2015,manual,130,150000,diesel,Nissan
3424,12990,8075694220,suv,2018,manual,90,7191,gas,Renault
3425,35999,8074299018,small_car,2019,manual,72,7707,gas,Peugeot
3426,12500,8074285212,small_car,2016,manual,100,122300,diesel,Peugeot
3427,7000,8062266856,cabrio,2010,manual,95,107000,diesel,Fiat
3428,31749,8075695320,sports_tourism_van,2015,automatic,204,100674,hybrid,Mercedes-Benz
3429,2800,8049244731,suv,2011,manual,75,113000,diesel,Opel
3430,24350,8054811260,large_family_car,2014,manual,190,114000,diesel,Audi
3431,18000,8075693481,suv,2014,manual,110,110200,diesel,Renault
3432,11200,8073124704,large_family_car,2018,automatic,462,20000,hybrid,Porsche
3433,35999,8074498673,small_car,2017,manual,90,97482,diesel,Renault
3434,5900,8075694041,small_car,2016,manual,192,68000,gas,SEAT
3435,25999,8060730551,suv,2009,manual,131,175571,diesel,Renault
3436,26749,8063354861,small_car,2014,automatic,360,97895,gas,Mercedes-Benz
3437,14800,8072329594,small_car,2015,manual,120,96000,diesel,Volvo
3438,27490,8075692412,sports_tourism_van,2005,manual,100,261000,diesel,Opel
3439,31749,8069752770,suv,2014,automatic,200,163800,hybrid,Peugeot
3440,8500,8075694759,small_car,2015,automatic,60,50000,gas,VW
3441,9150,8070562988,sports_tourism_van,2015,manual,150,152893,diesel,Peugeot
3442,16499,8074293510,small_car,2015,manual,75,96600,diesel,Renault
3443,7000,8075694251,sports_tourism_van,2012,automatic,204,148130,diesel,Mercedes-Benz
3444,9500,8074542416,small_car,2016,manual,110,84105,diesel,VW
3445,31000,8069485429,small_car,2015,manual,69,55000,gas,Fiat
3446,28999,8063084875,small_car,2003,manual,700,120000,gas,Honda
3447,18000,8073138833,cabrio,2011,manual,85,72400,gas,Fiat
3448,6950,8070661214,large_family_car,2010,automatic,204,170000,diesel,Mercedes-Benz
3449,24990,8071916813,sports_tourism_van,2017,manual,90,89000,diesel,Renault
3450,5500,8065147103,suv,2008,manual,125,180000,diesel,Opel
3451,34900,8072993097,small_car,2016,manual,80,44850,gas,Mitsubishi
3452,6950,8075692040,small_car,2018,manual,120,129000,diesel,Volvo
3453,22990,8074497706,small_car,2018,manual,102,59999,diesel,Citroën
3454,15500,8074498149,sports_tourism_van,2017,manual,115,118868,diesel,SEAT
3455,24350,8050263214,sports_tourism_van,2018,manual,116,8400,diesel,BMW
3456,28999,8066154807,cabrio,2014,manual,105,57840,gas,Fiat
3457,7000,8044690161,small_car,2019,automatic,116,19733,diesel,Mercedes-Benz
3458,35999,8066153695,suv,2002,manual,101,198567,diesel,Hyundai
3459,9875,8075692976,small_car,2015,manual,85,119570,gas,Kia
3460,18000,8067866144,coupé,2014,automatic,143,195337,diesel,BMW
3461,2800,8063478002,suv,2016,manual,150,48000,diesel,Land Rover
3462,19900,8075693359,sports_tourism_van,2006,manual,140,242124,diesel,Audi
3463,16499,8064523115,suv,2011,automatic,204,170000,diesel,Mercedes-Benz
3464,31000,8039473721,suv,2018,automatic,136,62930,diesel,Mercedes-Benz
3465,5900,6009165129,coupé,2012,automatic,204,88331,diesel,Mercedes-Benz
3466,9150,8075691501,large_family_car,2008,manual,204,169937,diesel,Mercedes-Benz
3467,8500,8043868014,cabrio,1994,manual,167,61000,gas,Lotus
3468,9500,8074304050,coupé,2002,manual,300,352101,diesel,BMW
3469,27490,8075691841,small_car,2007,manual,70,124770,gas,Chevrolet
3470,26749,8066258799,large_family_car,2008,manual,146,203533,diesel,Jaguar
3471,14800,8064529580,sports_tourism_van,2013,automatic,204,160000,diesel,Mercedes-Benz
3472,25999,8067671514,coupé,1994,automatic,218,113181,gas,Pontiac
3473,10500,8069764027,suv,2009,manual,106,131890,diesel,Nissan
3474,13500,8070316219,cabrio,2007,manual,200,89560,gas,Audi
3475,12500,8065939245,sports_tourism_van,2007,manual,110,203000,diesel,Peugeot
3476,12990,8075693187,small_car,2004,manual,100,300000,diesel,Honda
3477,31749,8073111647,small_car,1996,manual,230,296839,diesel,Audi
3478,25900,8075693355,large_family_car,2010,automatic,170,173852,diesel,VW
3479,24350,8075689789,small_car,2009,manual,75,98400,gas,MINI
3480,8500,8067908052,coupé,2008,automatic,190,185420,diesel,Audi
3481,14800,8074121910,large_family_car,2005,automatic,177,308000,diesel,BMW
3482,24990,8072701342,sports_tourism_van,2008,manual,177,212000,diesel,BMW
3483,18000,8045948258,cabrio,2009,manual,184,75651,gas,Mercedes-Benz
3484,18000,8064840848,small_car,2002,manual,90,200000,diesel,Opel
3485,13500,8075691019,small_car,2019,manual,82,10182,gas,Citroën
3486,11200,8062914073,sports_tourism_van,2014,automatic,143,108000,diesel,BMW
3487,27490,8038366077,small_car,2019,automatic,72,14000,gas,Peugeot
3488,7000,8072573968,small_car,2003,manual,70,280000,diesel,Ford
3489,31000,8070061069,small_car,2002,manual,90,211000,gas,Toyota
3490,16499,8056393485,large_family_car,2016,manual,95,133055,diesel,Fiat
3491,25900,8075691167,small_car,2002,manual,102,147120,gas,Audi
3492,9500,8074372439,small_car,2016,manual,110,65000,diesel,Renault
3493,31749,8073185832,small_car,2016,manual,90,148000,diesel,Renault
3494,18000,8054056793,large_family_car,2019,automatic,210,25000,diesel,Alfa Romeo
3495,10500,8074372325,suv,2009,automatic,190,166000,diesel,Mercedes-Benz
3496,2800,8063241832,small_car,2016,automatic,125,54800,gas,Ford
3497,15500,8075691366,sports_tourism_van,2017,manual,95,40249,diesel,Fiat
3498,26749,8050429509,small_car,2008,manual,75,95600,gas,Chevrolet
3499,19900,8075691480,small_car,2018,manual,90,52027,diesel,Nissan
3500,25999,8061988525,large_family_car,2014,manual,150,146509,diesel,Audi
3501,9150,8039191973,suv,2018,automatic,180,27000,diesel,Alfa Romeo
3502,34900,8069630143,suv,2008,manual,120,175607,diesel,Opel
3503,12500,8060751685,small_car,2007,manual,109,276294,diesel,Mercedes-Benz
3504,9875,8067888609,coupé,2005,manual,325,243584,gas,Porsche
3505,35999,8074372713,small_car,2016,manual,92,95346,diesel,Peugeot
3506,22990,8056391111,coupé,2009,manual,130,95080,gas,Renault
3507,12990,8075690943,sports_tourism_van,2011,manual,125,135583,diesel,Opel
3508,5900,8075689661,suv,2014,manual,110,187054,diesel,Renault
3509,28999,8073186259,suv,2018,automatic,190,59000,diesel,Mercedes-Benz
3510,9875,8008461075,sports_tourism_van,2010,manual,110,186000,diesel,Renault
3511,27490,8075689031,sports_tourism_van,2018,manual,110,36044,diesel,Renault
3512,10500,8068641925,coupé,2012,manual,92,93450,diesel,Citroën
3513,31749,8075688962,small_car,2018,manual,75,40000,gas,Renault
3514,24350,8075689156,sports_tourism_van,2006,manual,110,304000,diesel,Ford
3515,8500,8073212496,sports_tourism_van,2005,manual,136,332000,diesel,Volvo
3516,18000,8068949929,sports_tourism_van,2018,manual,120,31850,diesel,Ford
3517,13500,8060394739,sports_tourism_van,2017,manual,110,106300,diesel,Renault
3518,31000,8075689015,small_car,2020,manual,60,500,gas,Fiat
3519,14800,8075689261,suv,2017,automatic,120,130000,diesel,Peugeot
3520,6950,8074214624,small_car,2009,manual,68,44000,gas,Peugeot
3521,16499,8074413219,small_car,2008,manual,85,145000,diesel,Renault
3522,15500,8069720147,sports_tourism_van,2018,manual,120,32500,diesel,Ford
3523,22990,8002928585,sports_tourism_van,1996,manual,150,480000,diesel,Mercedes-Benz
3524,12990,8073705304,small_car,2006,manual,80,169000,diesel,SEAT
3525,24990,8075689182,suv,2015,manual,110,100000,diesel,Nissan
3526,34900,8039927517,small_car,2017,manual,110,29000,diesel,Renault
3527,9500,8075688967,suv,2016,manual,95,41000,diesel,Fiat
3528,2800,8075689224,sports_tourism_van,2017,manual,120,65000,diesel,Ford
3529,5900,8075689022,sports_tourism_van,2014,automatic,163,265000,diesel,BMW
3530,28999,8059955301,small_car,2018,manual,120,23100,diesel,Ford
3531,19900,8070238577,small_car,2019,manual,85,14700,gas,Ford
3532,35999,8075689012,small_car,2015,automatic,92,114676,diesel,Citroën
3533,26749,8068957709,sports_tourism_van,2018,manual,120,33990,diesel,Ford
3534,25900,8073703959,small_car,2010,manual,90,233000,diesel,Renault
3535,12500,8035344512,sports_tourism_van,2006,manual,85,224000,diesel,Renault
3536,11200,8075689265,suv,2017,manual,95,50998,diesel,Fiat
3537,5500,8075689212,small_car,2010,manual,75,177400,diesel,Fiat
3538,2800,8072339355,large_family_car,2016,manual,136,102000,diesel,Mercedes-Benz
3539,13500,8075688751,small_car,2018,manual,90,28012,gas,Renault
3540,10500,8075614626,suv,2015,manual,109,96340,diesel,Nissan
3541,35999,8072870150,sports_tourism_van,2009,manual,143,127000,diesel,BMW
3542,9500,8071346677,sports_tourism_van,2014,manual,130,113600,diesel,Renault
3543,6950,8060056886,suv,2015,manual,116,79931,diesel,BMW
3544,11200,8003003165,sports_tourism_van,2004,manual,150,247000,diesel,BMW
3545,16499,8070992108,small_car,2012,manual,110,154000,diesel,Mercedes-Benz
3546,14800,8057791273,small_car,2017,manual,120,57000,gas,Kia
3547,18000,8075688915,small_car,2011,manual,69,95000,gas,Toyota
3548,24990,8057968120,suv,2000,manual,115,250000,diesel,Ford
3549,8500,8058906767,sports_tourism_van,2010,manual,110,171000,diesel,Renault
3550,22990,8072341313,small_car,2013,manual,150,150000,diesel,Volvo
3551,25900,8070640774,suv,2016,manual,125,72918,gas,Ford
3552,12500,8045839944,suv,2005,manual,109,260000,diesel,Citroën
3553,9875,8072340075,suv,2008,manual,105,190000,diesel,Renault
3554,27490,8053785729,small_car,2013,manual,90,150000,diesel,Audi
3555,19900,8075688868,suv,2017,manual,95,22000,diesel,Fiat
3556,31749,8035169721,sports_tourism_van,2007,manual,163,273679,diesel,BMW
3557,25999,8068959685,sports_tourism_van,2018,manual,120,40476,diesel,Ford
3558,28999,8047576893,small_car,2016,manual,90,123800,diesel,Toyota
3559,24350,8075688282,large_family_car,2015,manual,110,67000,diesel,Audi
3560,6950,8075688340,small_car,2003,manual,69,160000,diesel,Peugeot
3561,31000,8074371959,coupé,2007,manual,177,322000,diesel,BMW
3562,18000,8070639538,suv,2016,manual,140,80646,diesel,Ford
3563,15500,8067859065,suv,2006,manual,125,212000,diesel,Ford
3564,5500,8008465734,sports_tourism_van,2011,manual,170,274000,diesel,Mercedes-Benz
3565,34900,8069473341,small_car,2005,manual,109,315000,diesel,Citroën
3566,7000,8075688235,large_family_car,1991,manual,75,371000,diesel,Mercedes-Benz
3567,9150,8041677913,suv,2018,automatic,150,34000,diesel,Ford
3568,15500,8075503458,small_car,2016,manual,75,51845,diesel,VW
3569,27490,8075687169,small_car,2005,manual,75,165000,diesel,Fiat
3570,6950,8071192037,small_car,2009,manual,90,380000,diesel,Renault
3571,19900,8074495080,small_car,2016,manual,90,13829,gas,Renault
3572,13500,8075687837,sports_tourism_van,2009,manual,185,201000,diesel,Mazda
3573,9875,8074372215,large_family_car,2016,automatic,585,40000,gas,Mercedes-Benz
3574,9150,8075687093,suv,2017,automatic,190,34048,diesel,Audi
3575,11200,8074371152,sports_tourism_van,2016,manual,110,136169,diesel,SEAT
3576,24990,8054728483,small_car,2013,automatic,136,153084,diesel,Mercedes-Benz
3577,7000,8040169070,large_family_car,2015,automatic,204,38375,diesel,Mercedes-Benz
3578,14800,8074371434,sports_tourism_van,2018,manual,99,117000,diesel,Peugeot
3579,22990,8074371962,sports_tourism_van,2018,manual,99,96000,diesel,Peugeot
3580,18000,8075688050,small_car,2017,manual,69,61330,gas,Fiat
3581,31749,8074418852,small_car,2019,manual,100,8235,gas,Nissan
3582,5500,8071192423,sports_tourism_van,2019,manual,115,8020,diesel,Renault
3583,18000,8075688092,suv,2020,manual,95,1000,diesel,Fiat
3584,25900,8074063481,sports_tourism_van,2014,manual,90,160000,diesel,Renault
3585,12500,8074372217,sports_tourism_van,2015,manual,150,108000,diesel,BMW
3586,35999,8075686815,suv,2017,automatic,96,24846,diesel,Nissan
3587,2800,8071949117,suv,2019,manual,130,8998,diesel,Citroën
3588,16499,8074371860,small_car,2015,manual,66,61816,gas,Hyundai
3589,12990,8075687791,sports_tourism_van,2018,manual,90,47697,gas,Renault
3590,34900,8060727769,small_car,2009,manual,120,130000,diesel,Alfa Romeo
3591,24350,8067750256,small_car,2010,manual,110,180000,diesel,MINI
3592,5900,8075687510,suv,2019,manual,90,22525,gas,Renault
3593,9500,8075687336,sports_tourism_van,2017,automatic,194,66000,diesel,Mercedes-Benz
3594,26749,8075688095,small_car,2009,manual,120,107450,diesel,Alfa Romeo
3595,26749,8075687221,small_car,2017,manual,90,120741,diesel,Renault
3596,11200,8074494311,small_car,2016,manual,75,103340,diesel,Renault
3597,18000,8072910986,small_car,2010,manual,84,190000,GPL,Chevrolet
3598,27490,8075686493,large_family_car,2017,automatic,190,61000,diesel,BMW
3599,24990,8053133142,sports_tourism_van,2017,manual,110,69052,diesel,Renault
3600,7000,8009890467,coupé,1997,manual,105,230000,gas,BMW
3601,6950,8074298643,small_car,2014,manual,110,62000,diesel,SEAT
3602,10500,8075686831,small_car,2017,automatic,120,35000,diesel,Volvo
3603,8500,8048322471,large_family_car,2015,manual,115,125600,diesel,Mercedes-Benz
3604,5500,8053600175,sports_tourism_van,2006,manual,126,95000,diesel,Toyota
3605,9500,8074296573,small_car,2000,manual,136,345000,diesel,BMW
3606,35999,8073393869,cabrio,2013,manual,150,67304,diesel,Audi
3607,16499,8074299778,large_family_car,2007,manual,177,236000,diesel,BMW
3608,12500,8071477882,small_car,2010,manual,105,133000,diesel,Audi
3609,28999,8075687291,small_car,2018,manual,75,51000,gas,SEAT
3610,13500,8074494454,small_car,2017,manual,69,47296,gas,Fiat
3611,15500,8071991770,sports_tourism_van,2016,automatic,190,92649,diesel,Audi
3612,12990,8075686832,suv,2020,automatic,190,1500,diesel,Alfa Romeo
3613,5900,8071492815,small_car,2016,manual,100,49358,gas,Ford
3614,14800,8065361360,small_car,2017,manual,110,73250,diesel,Renault
3615,2800,8075686419,sports_tourism_van,1998,manual,90,223000,diesel,Ford
3616,18000,8068290540,small_car,2013,manual,90,165000,diesel,Renault
3617,34900,8071118920,suv,2003,automatic,256,350000,diesel,Mercedes-Benz
3618,25999,8045200096,large_family_car,2017,automatic,326,29912,hybrid,BMW
3619,22990,8069643834,small_car,2016,manual,75,130991,diesel,SEAT
3620,19900,8073035904,small_car,2010,manual,105,166000,diesel,Alfa Romeo
3621,24350,8071143488,small_car,2012,manual,116,100000,diesel,BMW
3622,9150,8075687002,sports_tourism_van,2017,automatic,136,67459,diesel,Mercedes-Benz
3623,31000,8074297680,sports_tourism_van,2001,manual,130,305000,diesel,VW
3624,25900,8064208983,large_family_car,2016,automatic,190,105428,diesel,BMW
3625,9875,8075686761,small_car,2010,manual,105,191050,diesel,SEAT
3626,12990,8073088289,small_car,2008,manual,95,87400,gas,Peugeot
3627,6950,8071215868,sports_tourism_van,2018,manual,90,52438,gas,Renault
3628,10500,8066565963,sports_tourism_van,2015,manual,170,150000,diesel,Mercedes-Benz
3629,2800,8075683640,sports_tourism_van,2014,manual,90,190000,diesel,Renault
3630,19900,8071305362,sports_tourism_van,2015,manual,150,141000,diesel,Peugeot
3631,16499,8075686017,sports_tourism_van,2019,manual,110,11503,diesel,Renault
3632,27490,8070756797,small_car,2014,manual,200,89000,gas,Peugeot
3633,35999,8075685750,small_car,2013,manual,90,100000,diesel,Citroën
3634,12500,8072252782,small_car,2013,manual,95,109500,diesel,Fiat
3635,7000,8073115517,suv,2010,automatic,555,109000,gas,BMW
3636,31000,8067991874,small_car,2017,manual,85,50711,diesel,Fiat
3637,5500,8075685853,small_car,2016,manual,110,81000,diesel,Audi
3638,13500,8041853094,small_car,1997,manual,126,23395,gas,Ford
3639,14800,8075685857,cabrio,2019,automatic,185,3000,gas,Abarth
3640,31749,8074293512,sports_tourism_van,2006,manual,90,157000,diesel,Toyota
3641,25900,8035098297,coupé,1981,manual,218,105584,gas,Mercedes-Benz
3642,26749,8074494157,suv,2017,automatic,160,111726,diesel,Renault
3643,22990,8075686067,sports_tourism_van,2011,manual,116,206000,diesel,Ford
3644,9150,8075686237,sports_tourism_van,2017,manual,150,36407,diesel,Audi
3645,34900,8070493166,small_car,2013,manual,90,141000,diesel,Toyota
3646,2800,8047781031,large_family_car,2016,automatic,150,39350,diesel,Alfa Romeo
3647,18000,8075686206,small_car,2009,manual,110,161000,diesel,MINI
3648,18000,8075686349,small_car,2011,manual,75,102000,gas,Renault
3649,5900,8061897107,small_car,2019,manual,82,16106,gas,Citroën
3650,28999,8053687563,cabrio,2016,manual,102,12000,gas,MINI
3651,11200,8052838509,coupé,2015,manual,190,65135,diesel,BMW
3652,24350,8070763484,small_car,2015,manual,69,83000,gas,Fiat
3653,25999,8072911327,sports_tourism_van,2007,manual,105,200000,diesel,Renault
3654,28999,8075685625,small_car,2011,manual,82,118000,gas,Ford
3655,19900,8035544916,small_car,2009,manual,120,200900,diesel,Alfa Romeo
3656,18000,8075685481,small_car,2016,manual,109,55383,diesel,Mercedes-Benz
3657,9150,8074295584,small_car,2019,manual,85,21500,gas,Ford
3658,2800,8063067693,small_car,2003,manual,62,215000,gas,Hyundai
3659,12500,8067858758,small_car,2017,automatic,224,26000,hybrid,MINI
3660,13500,8064823975,sports_tourism_van,2006,manual,170,195250,diesel,Audi
3661,25999,8073691142,small_car,2015,manual,51,77605,gas,Toyota
3662,22990,8075655923,small_car,2019,manual,82,1200,gas,Peugeot
3663,22990,8073082874,suv,2013,automatic,112,180000,diesel,Citroën
3664,11200,8044963147,sports_tourism_van,2016,manual,110,81067,diesel,SEAT
3665,31749,8075685652,sports_tourism_van,2005,manual,130,371000,diesel,VW
3666,5500,8072802658,sports_tourism_van,2000,manual,184,370000,diesel,BMW
3667,34900,8073952866,small_car,2015,manual,75,26000,diesel,Peugeot
3668,12990,8074268648,sports_tourism_van,2015,automatic,120,161000,diesel,Peugeot
3669,14800,8075541143,small_car,2001,manual,80,196056,gas,Ford
3670,8500,8073090720,suv,2010,automatic,112,145000,diesel,Citroën
3671,25900,8074492774,suv,2016,manual,75,73982,diesel,Peugeot
3672,16499,8074273449,small_car,2014,manual,116,104000,diesel,MINI
3673,15500,8069222962,small_car,2017,manual,69,26800,gas,Fiat
3674,9875,8075685183,small_car,2015,manual,110,96587,diesel,Citroën
3675,9500,8064124385,suv,2015,manual,150,90000,diesel,Land Rover
3676,6950,8075642480,large_family_car,2016,manual,136,105000,diesel,Opel
3677,18000,8069235513,small_car,2016,manual,70,46000,gas,Opel
3678,26749,8062153989,coupé,2015,manual,150,97004,diesel,Audi
3679,18000,8074368393,sports_tourism_van,2016,manual,110,97000,diesel,VW
3680,14800,8074491239,small_car,2015,manual,120,134411,diesel,Ford
3681,7000,8075684765,small_car,2010,manual,75,165000,diesel,Opel
3682,15500,8074316784,sports_tourism_van,2014,manual,120,66076,diesel,Honda
3683,13500,8075618774,small_car,2018,manual,116,13925,diesel,MINI
3684,9875,8069329472,sports_tourism_van,2013,automatic,115,148159,diesel,Peugeot
3685,18000,8053413584,sports_tourism_van,2008,automatic,204,137375,diesel,Citroën
3686,16499,8061866933,suv,2018,manual,99,12200,diesel,Opel
3687,5500,8073206147,small_car,2010,manual,143,123000,diesel,BMW
3688,13500,8074334212,suv,2007,automatic,233,198415,diesel,Audi
3689,9150,8074291135,sports_tourism_van,2016,manual,110,98000,diesel,Opel
3690,35999,8071561645,small_car,2009,manual,70,188000,diesel,Citroën
3691,22990,8074329030,small_car,2010,manual,125,199000,diesel,Opel
3692,12990,8066138186,suv,2019,manual,110,30111,gas,Dacia
3693,31749,8074491899,small_car,2016,manual,75,18027,gas,SEAT
3694,10500,8073126008,sports_tourism_van,2018,manual,90,29000,diesel,Renault
3695,25900,8066137772,sports_tourism_van,2018,manual,100,74000,diesel,Peugeot
3696,8500,8072474166,suv,2017,automatic,120,119000,diesel,Peugeot
3697,34900,8074327024,sports_tourism_van,2017,manual,90,98000,diesel,Renault
3698,19900,8074316719,small_car,2018,manual,75,14909,gas,SEAT
3699,12500,8075684529,small_car,2018,manual,69,63937,gas,Fiat
3700,31000,8075684743,large_family_car,2015,manual,184,136987,diesel,BMW
3701,18000,8064859323,sports_tourism_van,2011,automatic,115,200000,diesel,Peugeot
3702,24350,8062064783,coupé,2014,automatic,560,44250,gas,Porsche
3703,10500,8051421247,suv,2019,manual,95,19000,diesel,Fiat
3704,8500,8074309717,large_family_car,2019,Semi-automática,194,25000,diesel,Mercedes-Benz
3705,6950,8074368839,small_car,2017,manual,75,71200,diesel,Peugeot
3706,26749,8067177069,small_car,2018,manual,90,50001,gas,Renault
3707,28999,8059457439,small_car,2016,manual,75,84025,gas,VW
3708,19900,8051619658,sports_tourism_van,2010,manual,185,265000,diesel,Mazda
3709,31000,8075684045,small_car,2016,automatic,220,68965,gas,VW
3710,25999,8062891274,small_car,2016,manual,75,91224,gas,VW
3711,12500,8075683905,coupé,2014,automatic,306,136598,gas,BMW
3712,9500,8075683762,sports_tourism_van,2006,manual,109,199000,diesel,Ford
3713,9150,8067302140,sports_tourism_van,2018,manual,175,39123,diesel,Mazda
3714,7000,8062064065,coupé,2014,automatic,560,44250,gas,Porsche
3715,35999,8071218593,sports_tourism_van,2013,manual,105,153800,diesel,VW
3716,2800,8075684252,sports_tourism_van,2014,manual,136,94000,diesel,Audi
3717,5900,8062571614,small_car,2018,manual,90,19000,gas,Mazda
3718,25900,8072986581,cabrio,2010,manual,105,47000,diesel,Renault
3719,24990,8067991566,suv,2017,manual,110,59997,diesel,Nissan
3720,5900,8070889061,suv,2016,manual,130,78000,diesel,Renault
3721,9875,8075683903,small_car,2018,manual,120,51491,diesel,Alfa Romeo
3722,22990,8075683847,large_family_car,2008,automatic,320,161565,diesel,Mercedes-Benz
3723,11200,8075684296,small_car,2019,manual,69,22025,gas,Fiat
3724,5500,8052543897,small_car,2015,manual,150,79000,diesel,Audi
3725,15500,8066398166,sports_tourism_van,2009,manual,110,260000,diesel,Renault
3726,12990,8051439943,suv,2018,automatic,195,12500,diesel,Jeep
3727,31749,8072484012,small_car,2011,manual,95,159050,diesel,Opel
3728,18000,8070664940,small_car,2017,manual,90,59449,diesel,Renault
3729,27490,8062733267,small_car,2018,manual,100,10900,gas,Mazda
3730,28999,8074310130,suv,2017,manual,120,70000,diesel,Citroën
3731,9875,8075682875,suv,2018,manual,115,29500,gas,VW
3732,5500,8075683727,large_family_car,2011,manual,163,155698,diesel,BMW
3733,31000,8075681626,small_car,2009,manual,105,160000,diesel,Fiat
3734,19900,8075681073,sports_tourism_van,2015,manual,120,170000,diesel,Peugeot
3735,8500,8063374841,suv,2017,manual,120,39459,diesel,Jeep
3736,34900,8075617354,small_car,2011,manual,143,157000,diesel,MINI
3737,27490,8075683623,small_car,2018,manual,120,7590,diesel,Fiat
3738,14800,8028622005,sports_tourism_van,2014,manual,181,185000,diesel,Volvo
3739,18000,8073090670,small_car,2002,manual,65,123070,gas,VW
3740,12500,8071491199,suv,2018,manual,90,41000,diesel,Renault
3741,7000,8060758619,small_car,2014,manual,115,149000,diesel,Volvo
3742,24990,8075683691,sports_tourism_van,2012,manual,136,133000,diesel,Audi
3743,6950,8075608291,suv,2015,manual,95,876,diesel,Fiat
3744,18000,8074274914,small_car,2015,manual,109,90467,diesel,Mercedes-Benz
3745,25900,8073092052,suv,2004,manual,121,236102,diesel,Mitsubishi
3746,15500,8075680321,small_car,2010,manual,90,129000,gas,Opel
3747,24350,8074606383,small_car,2017,manual,120,38736,diesel,Ford
3748,11200,8075683760,small_car,2010,manual,70,121000,diesel,Citroën
3749,12990,8075683336,sports_tourism_van,2012,automatic,163,230000,diesel,BMW
3750,9500,8062067306,small_car,2015,manual,110,115000,gas,Peugeot
3751,25999,8075252552,coupé,2010,manual,170,248000,diesel,Audi
3752,13500,8064856862,sports_tourism_van,2011,manual,112,163326,diesel,Peugeot
3753,22990,8066347475,small_car,2010,manual,84,65655,gas,Chevrolet
3754,31749,8075683501,small_car,2018,manual,150,7137,gas,Opel
3755,26749,8066546053,sports_tourism_van,2018,manual,100,94106,diesel,Peugeot
3756,5900,8071821835,small_car,2010,manual,105,245000,diesel,VW
3757,16499,8075683818,small_car,2007,manual,90,180000,diesel,Opel
3758,35999,8075683574,suv,2015,automatic,190,99999,diesel,BMW
3759,31000,8074369007,suv,2013,manual,85,105000,diesel,Fiat
3760,9150,8061085230,small_car,2017,manual,90,76000,diesel,Renault
3761,19900,8045174660,small_car,2014,manual,190,180000,diesel,Volvo
3762,9875,8067082910,small_car,2013,manual,70,49890,gas,Opel
3763,34900,8075683124,suv,2019,manual,100,6000,gas,Kia
3764,35999,8073147375,suv,2016,manual,141,50000,diesel,Kia
3765,10500,8070663657,small_car,2012,manual,75,216000,diesel,VW
3766,7000,8067986867,small_car,2013,manual,90,255000,diesel,Renault
3767,28999,8072343370,coupé,1990,manual,390,45000,gas,Ferrari
3768,22990,8044764808,small_car,2011,manual,116,110000,diesel,MINI
3769,25999,8063377410,large_family_car,2016,automatic,183,141999,hybrid,BMW
3770,13500,8068866372,coupé,1995,manual,442,46000,gas,Ferrari
3771,24990,8071148441,sports_tourism_van,2017,automatic,110,132000,diesel,Renault
3772,26749,8069147084,small_car,2012,manual,143,159000,diesel,BMW
3773,5500,8068256695,suv,2017,manual,116,115000,diesel,BMW
3774,12990,8045030151,small_car,2015,manual,69,42000,gas,Fiat
3775,14800,8075683298,sports_tourism_van,2006,manual,110,229000,diesel,Ford
3776,18000,8059233842,coupé,2005,automatic,490,65000,gas,Ferrari
3777,16499,8075683322,small_car,2018,automatic,150,72000,diesel,BMW
3778,2800,8068259702,small_car,2014,manual,110,98000,diesel,SEAT
3779,31749,8064192512,small_car,2015,automatic,110,97300,diesel,VW
3780,12500,8045027189,large_family_car,2015,manual,190,168000,diesel,Volvo
3781,8500,8044761515,large_family_car,2016,automatic,224,85000,diesel,BMW
3782,5900,8074368739,large_family_car,2010,manual,170,159000,diesel,Alfa Romeo
3783,9500,8067986578,cabrio,2006,manual,105,173000,diesel,Renault
3784,18000,8059725723,sports_tourism_van,2014,manual,143,170000,diesel,BMW
3785,27490,8073145708,suv,2017,manual,105,38000,diesel,Mazda
3786,25900,8045031779,suv,2015,automatic,190,159900,diesel,Volvo
3787,7000,8067063474,suv,2016,manual,120,84438,diesel,Ford
3788,14800,8059999660,coupé,2015,automatic,670,18000,gas,Ferrari
3789,11200,8075683063,small_car,2016,manual,81,46400,gas,Peugeot
3790,9150,8074489110,suv,2015,manual,110,134332,diesel,Nissan
